[header]
width=30
height=30
tilewidth=32
tileheight=32
orientation=orthogonal
background_color=0,0,0,255

[tilesets]
tileset=../../../../Downloads/walls1.png,32,32,0,0
tileset=../../../../Downloads/walls2.png,32,32,0,0
tileset=../../../../Downloads/cavernous.png,32,32,0,0

[layer]
type=background
data=
0,0,419,420,421,422,423,424,425,426,427,428,429,430,417,418,419,420,421,422,423,424,425,426,427,428,429,430,0,0,
0,0,435,436,437,438,439,440,441,442,443,444,445,446,433,434,435,436,437,438,439,440,441,442,443,444,445,446,0,0,
0,0,451,426,427,428,429,456,457,458,459,460,461,426,427,428,429,452,453,454,455,426,427,428,429,460,461,462,0,0,
0,0,467,442,443,444,445,472,473,474,475,476,477,442,443,444,445,468,469,470,471,442,443,444,445,476,477,478,0,0,
0,0,483,458,459,460,461,488,489,490,491,492,493,458,459,460,461,484,485,486,487,458,459,460,461,492,493,494,0,0,
0,0,449,450,451,452,453,454,455,456,457,458,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,0,0,
0,0,465,466,467,468,469,470,471,472,473,474,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,447,448,
0,0,481,482,483,484,485,486,487,488,489,490,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,463,464,
0,0,483,484,485,469,470,471,472,473,474,495,469,470,471,472,473,474,494,495,493,494,495,496,462,463,464,464,463,464,
0,0,483,484,485,469,470,471,472,473,474,495,469,470,471,472,473,474,495,496,493,494,495,496,462,462,463,464,0,0,
0,0,483,484,485,469,470,471,472,473,474,495,469,470,471,472,473,474,494,495,493,494,495,496,462,463,464,464,0,0,
0,0,483,484,485,469,470,471,472,473,474,495,469,470,471,472,473,474,495,496,493,494,495,496,462,462,463,464,0,0,
349,350,483,484,485,469,470,471,472,473,474,495,469,470,471,472,473,474,474,495,493,494,495,496,462,463,464,464,0,0,
0,0,483,484,485,469,470,471,472,473,474,495,469,470,471,472,473,474,495,496,493,494,495,496,462,462,463,464,0,0,
0,0,483,484,485,469,470,471,472,473,474,495,469,470,471,472,473,474,494,495,493,494,495,496,462,463,464,464,0,0,
361,362,483,484,485,469,470,471,472,473,474,495,469,470,471,472,473,474,495,496,493,494,495,496,462,462,463,464,0,0,
0,0,483,484,485,469,470,471,472,473,474,495,469,470,471,472,473,474,494,495,493,494,495,496,462,463,464,464,0,0,
0,0,483,484,485,469,470,471,472,473,474,496,469,470,471,472,473,474,495,496,493,494,495,496,462,462,463,464,0,0,
0,0,483,484,485,469,470,471,472,473,474,493,469,470,471,472,473,474,493,494,493,494,495,496,462,463,464,464,0,0,
0,0,483,484,485,469,470,471,472,473,474,496,469,470,471,472,473,474,495,496,493,494,495,496,462,462,463,464,0,0,
0,0,483,484,485,469,470,471,472,473,474,495,469,470,471,472,473,474,494,495,493,494,495,496,462,463,464,464,0,0,
0,0,483,484,485,469,470,471,472,473,474,495,469,470,471,472,473,474,474,496,493,494,495,496,462,462,463,464,0,0,
457,458,483,484,485,469,470,471,472,473,474,495,469,470,471,472,473,474,493,494,493,494,495,496,462,463,464,464,0,0,
473,474,483,484,485,469,470,471,472,473,474,495,469,470,471,472,473,474,494,495,493,494,495,496,462,462,463,464,0,0,
505,506,499,500,501,502,503,504,505,0,0,508,509,510,497,498,499,500,501,502,503,504,505,506,507,508,509,510,0,0,
521,522,515,516,517,518,519,520,521,522,523,524,525,526,513,514,515,516,517,518,519,520,521,522,523,524,525,526,0,0,
537,538,531,532,533,534,535,536,537,538,539,540,541,542,529,530,531,532,533,534,535,536,537,538,539,540,541,542,0,0,
553,554,547,548,549,550,551,552,553,554,555,556,557,558,545,546,547,548,549,550,551,552,553,554,555,556,557,558,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

[layer]
type=Tile Layer 1
data=
143,144,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,115,116,117,143,144,
157,158,130,131,129,130,131,129,130,131,129,130,131,129,130,131,129,130,131,129,130,131,129,130,131,129,130,131,157,158,
113,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,128,
127,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,142,
141,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,146,
113,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,160,
127,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
141,142,0,0,0,0,0,0,0,0,0,0,0,0,0,143,144,0,0,0,0,0,0,0,0,0,0,0,0,0,
113,114,0,0,0,0,0,0,0,0,0,0,0,0,0,157,158,0,0,0,0,0,0,0,0,0,0,0,145,146,
127,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,144,0,159,160,
141,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,158,0,113,114,
113,114,0,0,0,0,0,0,0,143,144,0,0,0,0,0,0,0,0,0,143,144,0,0,0,0,0,0,127,128,
113,114,0,0,0,0,0,0,0,157,158,0,0,0,0,0,0,0,0,0,157,158,0,0,0,0,0,0,141,142,
127,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,114,
141,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,128,
127,128,0,0,0,0,0,0,0,0,0,0,0,143,144,0,0,0,0,0,0,0,0,0,0,0,0,0,141,142,
141,142,0,0,0,0,0,0,0,0,0,0,0,157,158,0,0,0,0,0,0,0,0,0,0,0,0,0,113,114,
113,114,0,0,0,0,0,0,0,143,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,128,
127,128,0,0,0,0,0,0,0,157,158,0,0,0,0,0,0,0,0,0,0,0,0,143,144,0,0,0,141,142,
141,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,158,0,0,0,113,114,
145,146,0,0,0,0,143,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,128,
159,160,0,0,0,0,157,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,142,
0,0,0,0,0,0,0,0,0,0,0,0,0,143,144,0,0,0,0,0,0,0,0,0,0,0,0,0,113,114,
0,0,0,0,0,0,0,0,0,143,144,0,0,157,158,0,0,0,0,0,0,0,0,0,0,0,0,0,127,128,
0,0,0,0,0,0,0,0,0,157,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,142,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,114,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,128,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,142,
