[header]
width=32
height=64
tilewidth=32
tileheight=32
orientation=orthogonal
background_color=0,0,0,255

[tilesets]
tileset=E:/College/2018-2019/Spring Semester/Game Programming Foundations 2/Labs/Minute Quest/ProjectUtumno_full.png,32,32,0,0

[layer]
type=Background
data=
253,253,253,253,253,158,253,253,253,158,158,157,253,253,253,157,157,158,158,158,158,157,157,157,253,157,253,253,253,253,157,253,
253,253,158,157,157,157,253,158,158,158,157,157,253,158,158,158,157,253,157,253,253,157,158,253,158,253,253,158,158,157,157,253,
158,253,157,157,253,253,253,253,253,157,157,253,253,203,203,203,253,253,253,253,253,158,158,253,253,157,157,158,253,253,157,253,
253,253,158,253,207,253,158,157,157,157,253,203,203,208,210,203,203,203,203,203,203,253,253,157,157,157,253,253,253,253,157,253,
253,157,157,253,203,203,253,253,157,157,203,203,203,206,204,203,203,203,203,203,203,253,157,253,253,203,203,203,203,253,157,158,
158,158,157,253,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,207,203,253,158,
253,157,157,253,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,206,203,157,253,
253,157,158,158,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,253,157,158,
253,157,158,253,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,207,203,203,203,203,203,203,203,203,203,253,253,158,
157,157,158,253,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,211,203,203,203,203,203,253,253,253,
157,158,253,253,203,203,203,203,203,203,206,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,
157,253,158,158,253,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,
253,158,253,158,253,203,203,203,203,203,203,203,203,203,203,203,203,206,203,203,203,203,203,203,203,203,203,203,203,253,158,253,
253,253,253,253,253,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,253,253,253,
253,158,253,253,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,253,158,253,
253,158,253,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,157,157,253,
253,158,253,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,207,203,203,203,203,203,203,203,253,157,253,
253,158,253,203,203,203,203,203,203,203,203,206,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,158,157,253,
158,158,253,203,203,203,203,203,203,203,203,203,203,203,203,203,208,203,203,203,203,203,203,203,203,203,203,203,203,158,157,253,
158,158,253,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,210,203,203,203,203,203,203,203,253,157,157,
158,158,253,203,203,203,203,207,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,158,253,
157,157,253,203,203,203,203,211,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,157,157,
157,253,253,253,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,157,157,
157,253,253,253,203,203,203,203,203,203,203,203,203,203,203,209,203,203,203,203,203,203,203,203,203,203,203,203,203,203,253,157,
157,157,157,253,203,203,203,203,203,203,203,203,203,203,203,205,203,203,203,203,203,203,203,203,203,203,203,203,203,210,253,253,
253,158,157,253,253,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,253,253,
253,158,157,158,253,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,253,253,
253,253,253,158,253,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,207,203,203,203,203,253,253,253,
157,157,253,158,253,203,203,203,203,203,203,203,206,203,203,203,203,203,203,209,203,203,203,203,203,203,203,203,203,253,157,253,
157,253,253,157,253,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,253,157,253,
157,157,157,157,253,253,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,253,253,157,
253,253,158,157,253,253,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,253,158,157,
253,158,158,253,253,203,203,203,203,203,203,203,203,210,203,203,203,203,203,203,203,203,203,203,203,203,203,203,253,253,157,157,
